,company_name,status,country_code,state_code,days_in_op,first_funding_dayinop,sa_funded_daysop,cr_funded_daysop,ag_funded_daysop,ve_funded_daysop,CA,NY,MA,TX,WA,founded_month,ave_inf_y,sa_raised_amount_usd_adj,ag_raised_amount_usd_adj,ve_raised_amount_usd_adj,cr_raised_amount_usd_adj,software,Biotech,health,web,mobile,enterprise,hardware,advertising,security,manufacturing,social,semiconductor,medical,consulting,education,search,messaging,news,transportation,fashion
6378,MonitorTech Corporation,operating,USA,OH,4751.0,4261.0,0.0,0.0,0.0,0.0,0,0,0,0,0,12,17.16969697,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6380,Monroe Capital,operating,USA,IL,4355.0,3966.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,18.08080808,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6381,Monsoon Commerce,acquired,USA,OR,6546.0,5481.0,0.0,0.0,0.0,5481.0,0,0,0,0,0,1,15.46464646,0.0,0.0,1982499.35,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6383,Monterey Design Systems,acquired,USA,CA,6911.0,1437.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,15.21212121,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6384,Monteris Medical,operating,USA,MN,6181.0,3916.0,0.0,0.0,0.0,4570.0,0,0,0,0,0,1,15.82828283,0.0,0.0,5676000.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6389,Moodlerooms,acquired,USA,MD,3746.0,1622.0,0.0,0.0,0.0,1622.0,0,0,0,0,0,9,18.72727273,0.0,0.0,351000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6391,Moosejaw Mountaineering and Backcountry Travel,operating,USA,MI,8738.0,6558.0,0.0,0.0,0.0,6558.0,0,0,0,0,0,1,13.17171717,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6392,Mophie,acquired,USA,CA,3846.0,434.0,0.0,0.0,0.0,434.0,1,0,0,0,0,5,18.72727273,0.0,0.0,780000.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6393,Morcom International,operating,USA,VA,11436.0,-224.0,0.0,0.0,-224.0,0.0,0,0,0,0,0,8,9.494949495,0.0,41000.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6395,MoreMagic Solutions,acquired,USA,MA,5450.0,1640.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,16.88888889,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6396,Moreover.com,operating,USA,VA,6546.0,893.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,15.46464646,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6398,MorganFranklin Consulting,operating,USA,VA,6546.0,5950.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,15.46464646,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6399,Morningstar,ipo,USA,IL,11660.0,5668.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,9.494949495,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6400,Morpho Technologies,ipo,USA,CA,5816.0,1934.0,0.0,0.0,0.0,2976.0,1,0,0,0,0,1,16.39393939,0.0,0.0,1047200.0000000001,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6404,Moscow Mills,operating,USA,VT,7277.0,6752.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,14.84848485,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6406,Motion Computing,acquired,USA,TX,5450.0,1040.0,0.0,0.0,0.0,2913.0,0,0,0,1,0,1,16.88888889,0.0,0.0,4200000.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6409,Motion Solutions,operating,USA,CA,21887.0,21612.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,1.7474747469999998,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6411,MotionDSP,operating,USA,CA,3989.0,820.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,18.72727273,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6412,MotionPoint,operating,USA,FL,5816.0,5416.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,16.39393939,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6413,Motionsoft,operating,USA,MD,11294.0,9376.0,10151.0,0.0,0.0,9373.0,0,0,0,0,0,1,9.868686869,1289999.57,0.0,2365000.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6414,Motivano,operating,USA,FL,6181.0,2205.0,0.0,0.0,0.0,2205.0,0,0,0,0,0,1,15.82828283,0.0,0.0,495000.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6415,Motor Vehicle Software,operating,USA,CA,3989.0,3910.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,18.72727273,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6416,Motorola Solutions,acquired,USA,IL,32114.0,31993.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0.727272727,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6417,Motostrano,operating,USA,CA,4841.0,852.0,852.0,0.0,0.0,0.0,1,0,0,0,0,9,17.16969697,106500.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6418,Motus Corporation,operating,USA,MA,5085.0,206.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,17.16969697,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6419,Mount Wachusett Community College,operating,USA,ND,19080.0,18170.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9,2.090909091,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6420,Mountain Alarm,operating,USA,ID,23348.0,22339.0,0.0,0.0,0.0,22339.0,0,0,0,0,0,1,1.676767677,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6421,Mountain View Data,operating,USA,CA,5816.0,719.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,16.39393939,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6422,Mountain View Locksmith,operating,USA,CA,15274.0,3818.0,0.0,0.0,3818.0,0.0,1,0,0,0,0,2,3.97979798,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6423,Mountainside Fitness,operating,USA,AZ,9103.0,8443.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,12.75757576,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6424,Movaris,acquired,USA,CA,6546.0,1754.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,15.46464646,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6425,Movaz Networks,operating,USA,GA,5816.0,2217.0,0.0,0.0,0.0,2217.0,0,0,0,0,0,1,16.39393939,0.0,0.0,13600000.000000002,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6427,"Movero, Inc.",operating,USA,OH,4355.0,1000.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,18.08080808,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6428,Movero Technology,closed,USA,TX,4720.0,1625.0,1625.0,0.0,0.0,2638.0,0,0,0,1,0,1,17.58181818,3650000.0,0.0,724390.6799999999,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6431,Movimento Group,operating,USA,MI,4720.0,1147.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,17.58181818,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6432,Movius Interactive,operating,USA,GA,6181.0,5278.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,15.82828283,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6434,"Moz, Inc.",operating,USA,WA,5085.0,2069.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,17.16969697,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6435,Mozes,operating,USA,CA,3836.0,629.0,629.0,0.0,0.0,0.0,1,0,0,0,0,6,18.72727273,4524000.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6436,Mozilla,operating,USA,CA,6515.0,1990.0,0.0,0.0,2526.0,1990.0,1,0,0,0,0,2,15.46464646,0.0,195000.0,1300000.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6437,Mozy,acquired,USA,UT,3989.0,120.0,120.0,0.0,0.0,0.0,0,0,0,0,0,1,18.72727273,1482000.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6438,mPay Gateway,closed,USA,MN,4355.0,1705.0,1705.0,0.0,0.0,0.0,0,0,0,0,0,1,18.08080808,5062500.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6440,mPortal,acquired,USA,VA,5816.0,2095.0,0.0,0.0,0.0,2095.0,0,0,0,0,0,1,16.39393939,0.0,0.0,2720000.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6441,mPower.com,acquired,USA,CA,7430.0,2003.0,0.0,0.0,0.0,0.0,1,0,0,0,0,8,14.39393939,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6442,MPOWER Mobile,closed,USA,TX,3989.0,1761.0,0.0,0.0,0.0,1761.0,0,0,0,1,0,1,18.72727273,0.0,0.0,3900000.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6444,Mr. Youth,acquired,USA,NY,5085.0,273.0,2588.0,0.0,273.0,0.0,0,1,0,0,0,1,17.16969697,10650000.0,71000.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6445,MRC Global,ipo,USA,TX,34670.0,34471.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0.8080808079999999,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6446,MRI Interventions,operating,USA,TN,6546.0,4327.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,15.46464646,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6447,MRI Steel Framing,operating,USA,IL,8007.0,7265.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,13.96969697,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6448,MRO,operating,USA,PA,5085.0,4654.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,17.16969697,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6449,MSDSonline.com,acquired,USA,IL,7277.0,3195.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,14.84848485,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6450,mSnap,acquired,USA,CO,3838.0,365.0,365.0,0.0,0.0,0.0,0,0,0,0,0,6,18.72727273,3900000.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6451,mSpot,acquired,USA,CA,4355.0,578.0,578.0,0.0,0.0,0.0,1,0,0,0,0,1,18.08080808,1747500.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6456,MTM Laboratories,acquired,USA,AZ,5940.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8,15.82828283,1103942.4000000001,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6458,MTPV,operating,USA,TX,4720.0,2988.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,17.58181818,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6459,Mu Dynamics,acquired,USA,CA,3989.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,18.72727273,3120000.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6460,Mu Sigma,operating,USA,IL,4355.0,2713.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,18.08080808,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6461,MuciMed,operating,USA,MI,3989.0,2349.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,18.72727273,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6462,Mud Bay,operating,USA,WA,10199.0,8411.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,10.94949495,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6464,Multi Service Corporation,operating,USA,KS,13851.0,12435.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,5.5858585860000005,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6466,Multicast Media,acquired,USA,GA,5816.0,1461.0,0.0,0.0,0.0,1461.0,0,0,0,0,0,1,16.39393939,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6468,Multigig,acquired,USA,CA,4720.0,1958.0,0.0,0.0,0.0,2578.0,1,0,0,0,0,1,17.58181818,0.0,0.0,11235469.42,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6469,MultiLing Corporation,operating,USA,UT,10199.0,9356.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,10.94949495,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6470,Multimedia Plus | QuizScore,operating,USA,NY,6911.0,6040.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,15.21212121,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6473,Mumboe,closed,USA,TX,3777.0,426.0,426.0,0.0,0.0,0.0,0,0,0,1,0,8,18.72727273,3510000.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6474,Munchkin,operating,USA,CA,9103.0,7043.0,0.0,0.0,0.0,7043.0,1,0,0,0,0,1,12.75757576,0.0,0.0,24300000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6475,MuseStorm,closed,USA,CA,3989.0,365.0,911.0,0.0,365.0,0.0,1,0,0,0,0,1,18.72727273,780000.0,335215.14,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6478,MusicIP,operating,USA,CA,5816.0,2343.0,0.0,0.0,0.0,2343.0,1,0,0,0,0,1,16.39393939,0.0,0.0,1360000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6480,MusicNow,acquired,USA,IL,6181.0,333.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,15.82828283,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6481,Musicshake,operating,USA,CA,3930.0,518.0,518.0,0.0,0.0,0.0,1,0,0,0,0,3,18.72727273,780000.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6483,Muzzy Lane Software,operating,USA,MA,5085.0,4851.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,17.16969697,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6484,"MVB Bank,",ipo,USA,WV,6911.0,6389.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,15.21212121,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6485,MWI,operating,USA,UT,5847.0,-334.0,0.0,0.0,0.0,0.0,0,0,0,0,0,12,15.82828283,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6488,MX Logic,acquired,USA,CO,5085.0,1771.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,17.16969697,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6489,My Ad Box,operating,USA,MD,3838.0,1096.0,0.0,0.0,0.0,1096.0,0,0,0,0,0,6,18.72727273,0.0,0.0,39000.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6490,My Computer Works,operating,USA,AZ,4036.0,1275.0,0.0,0.0,0.0,0.0,0,0,0,0,0,11,18.08080808,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6492,My Health Direct,operating,USA,WI,3989.0,1817.0,1809.0,0.0,0.0,2265.0,0,0,0,0,0,1,18.72727273,3120000.0,0.0,78000.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6493,My True Fit,operating,USA,MA,3989.0,2291.0,0.0,0.0,0.0,2403.0,0,0,1,0,0,1,18.72727273,0.0,0.0,3400800.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6496,Mycroft Inc.,operating,USA,NY,10199.0,7159.0,0.0,0.0,0.0,7159.0,0,1,0,0,0,1,10.94949495,0.0,0.0,4700000.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6497,Myer,operating,USA,FL,13851.0,11693.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,5.5858585860000005,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6498,MyFitnessPal,acquired,USA,CA,3989.0,3146.0,3146.0,0.0,0.0,0.0,1,0,0,0,0,1,18.72727273,14040000.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6500,MyFreightWorld,operating,USA,KS,6181.0,4268.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,15.82828283,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6504,MyLife,operating,USA,CA,5069.0,1445.0,1900.0,0.0,1445.0,0.0,1,0,0,0,0,1,17.16969697,17750000.0,972700.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
6505,myMatrixx,operating,USA,FL,5450.0,3423.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,16.88888889,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6506,MyNewPlace,acquired,USA,CA,6181.0,2637.0,2637.0,0.0,0.0,0.0,1,0,0,0,0,1,15.82828283,5280000.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6507,MYOMO,closed,USA,MA,4355.0,2178.0,0.0,0.0,0.0,3206.0,0,0,1,0,0,1,18.08080808,0.0,0.0,2756187.75,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6510,MyoScience,operating,USA,CA,3989.0,1287.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,18.72727273,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6511,MyOtherDrive,operating,USA,OH,3808.0,1127.0,0.0,0.0,1127.0,0.0,0,0,0,0,0,7,18.72727273,0.0,780000.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6512,MyPublisher,acquired,USA,NY,7642.0,4626.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,14.39393939,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6513,MYR,ipo,USA,IL,12390.0,10723.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,8.747474747,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6514,MyRegistry.com,operating,USA,NJ,3655.0,1975.0,0.0,0.0,0.0,0.0,0,0,0,0,0,12,18.72727273,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6515,Myriant Technologies,operating,USA,MA,3989.0,1802.0,0.0,0.0,0.0,2214.0,0,0,1,0,0,1,18.72727273,0.0,0.0,46800000.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6516,Myrio,closed,USA,WA,5847.0,397.0,0.0,0.0,0.0,397.0,0,0,0,0,1,12,15.82828283,0.0,0.0,13530000.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6517,MyShape,closed,USA,CA,4477.0,1415.0,0.0,0.0,0.0,2191.0,1,0,0,0,0,9,17.58181818,0.0,0.0,7665000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6518,MySpace,acquired,USA,CA,4508.0,593.0,0.0,0.0,0.0,0.0,1,0,0,0,0,8,17.58181818,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6519,MySQL,acquired,USA,CA,7642.0,2507.0,2507.0,0.0,0.0,0.0,1,0,0,0,0,1,14.39393939,1080000.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6521,MYTEK Network Solutions,closed,USA,AZ,3989.0,2834.0,0.0,0.0,2834.0,0.0,0,0,0,0,0,1,18.72727273,0.0,624000.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6523,MyUS.com,operating,USA,FL,6911.0,5725.0,0.0,0.0,0.0,5725.0,0,0,0,0,0,1,15.21212121,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6524,mywaves,closed,USA,CA,3655.0,74.0,0.0,0.0,0.0,0.0,1,0,0,0,0,12,18.72727273,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6525,MyWebGrocer,operating,USA,VT,6181.0,3869.0,0.0,0.0,0.0,3869.0,0,0,0,0,0,1,15.82828283,0.0,0.0,8580000.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6526,MyWedding,operating,USA,CO,5146.0,2923.0,0.0,0.0,0.0,0.0,0,0,0,0,0,11,16.88888889,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6527,Myxer,closed,USA,TX,3869.0,877.0,877.0,0.0,0.0,0.0,0,0,0,1,0,5,18.72727273,5070000.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6528,"MeetMe, Inc.",acquired,USA,PA,3899.0,668.0,668.0,0.0,0.0,0.0,0,0,0,0,0,4,18.72727273,3198000.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6529,myZamana,operating,USA,CA,4355.0,2282.0,0.0,0.0,2282.0,0.0,1,0,0,0,0,1,18.08080808,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6533,N-Sided,closed,USA,CA,4720.0,1265.0,1265.0,0.0,0.0,0.0,1,0,0,0,0,1,17.58181818,275940.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6535,N3,operating,USA,GA,4355.0,4323.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,18.08080808,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6536,Naartjie,operating,USA,UT,9833.0,7170.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,11.52525253,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6538,Nabsys,operating,USA,RI,4355.0,1853.0,1951.0,0.0,0.0,0.0,0,0,0,0,0,1,18.08080808,3000000.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6542,NameMedia,operating,USA,MA,3989.0,53.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,18.72727273,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6543,Nangate,operating,USA,CA,4355.0,825.0,825.0,0.0,0.0,0.0,1,0,0,0,0,1,18.08080808,7500000.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6545,Nano Terra,operating,USA,MA,3989.0,2173.0,2173.0,0.0,0.0,2306.0,0,0,1,0,0,1,18.72727273,13260000.0,0.0,1794000.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6546,NanoBio,operating,USA,MI,5816.0,2485.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,16.39393939,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6550,Nanochip,operating,USA,CA,7277.0,2989.0,0.0,0.0,0.0,4404.0,1,0,0,0,0,1,14.84848485,0.0,0.0,8680000.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6552,Nanocomp Technologies,operating,USA,NH,4355.0,2702.0,0.0,0.0,0.0,2926.0,0,0,0,0,0,1,18.08080808,0.0,0.0,5775000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
