,company_name,status,country_code,state_code,days_in_op,first_funding_dayinop,sa_funded_daysop,cr_funded_daysop,ag_funded_daysop,ve_funded_daysop,CA,NY,MA,TX,WA,founded_month,ave_inf_y,sa_raised_amount_usd_adj,ag_raised_amount_usd_adj,ve_raised_amount_usd_adj,cr_raised_amount_usd_adj,software,Biotech,health,web,mobile,enterprise,hardware,advertising,security,manufacturing,social,semiconductor,medical,consulting,education,search,messaging,news,transportation,fashion
1,1-800-DENTIST,operating,USA,CA,10929.0,8996.0,0.0,0.0,0.0,8996.0,1,0,0,0,0,1,10.07070707,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1-800-DOCTORS,operating,USA,NJ,11660.0,9922.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,9.494949495,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,10-20 Media,operating,USA,MD,5450.0,3090.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,16.88888889,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1010data,acquired,USA,NY,5816.0,3719.0,0.0,0.0,0.0,3719.0,0,1,0,0,0,1,16.39393939,0.0,0.0,23800000.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,170 Systems,acquired,USA,MA,9468.0,4488.0,4488.0,0.0,0.0,0.0,0,0,1,0,0,1,12.2020202,7280000.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1Life Healthcare,operating,USA,CA,5085.0,4097.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,17.16969697,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1stdibs,operating,USA,NY,5450.0,3958.0,0.0,0.0,4291.0,3958.0,0,1,0,0,0,1,16.88888889,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,20/20 Gene Systems Inc.,operating,USA,MD,5695.0,4530.0,0.0,0.0,0.0,0.0,0,0,0,0,0,5,16.39393939,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,22nd Century Group,ipo,USA,NY,6546.0,4744.0,5433.0,0.0,5515.0,0.0,0,1,0,0,0,1,15.46464646,1578525.0,43680.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,[24]7,operating,USA,CA,5725.0,1186.0,0.0,0.0,0.0,0.0,1,0,0,0,0,4,16.39393939,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2Checkout,operating,USA,OH,6181.0,5675.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,15.82828283,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,"2nd Story Software, Inc.",acquired,USA,IA,6501.0,2600.0,0.0,0.0,0.0,2600.0,0,0,0,0,0,2,15.46464646,0.0,0.0,55250000.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2NDNATURE,operating,USA,CA,4355.0,3377.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,18.08080808,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,3 day Blinds,acquired,USA,CA,11660.0,5185.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,9.494949495,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,"360fly, Inc.",operating,USA,PA,6546.0,6066.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,15.46464646,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,360imaging,operating,USA,GA,3989.0,2495.0,1826.0,0.0,0.0,0.0,0,0,0,0,0,1,18.72727273,3900000.0,390000.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Basecamp,operating,USA,IL,6181.0,2738.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,15.82828283,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33,3Cinteractive,operating,USA,FL,3989.0,2250.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,18.72727273,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,3CLogic,operating,USA,MD,3989.0,2935.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,18.72727273,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3D Systems,ipo,USA,SC,10929.0,10241.0,9654.0,0.0,0.0,8778.0,0,0,0,0,0,1,10.07070707,1351976.33,0.0,430000.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,3dCart Shopping Cart Software,operating,USA,FL,6791.0,4628.0,0.0,0.0,4628.0,0.0,0,0,0,0,0,5,15.21212121,0.0,800000.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,3Guppies,operating,USA,WA,4720.0,1190.0,1190.0,0.0,0.0,0.0,0,0,0,0,1,1,17.58181818,14600000.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,3Jam,operating,USA,CA,3989.0,911.0,911.0,0.0,0.0,0.0,1,0,0,0,0,1,18.72727273,3120000.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42,3Leaf,acquired,USA,CA,4203.0,214.0,0.0,0.0,0.0,0.0,1,0,0,0,0,6,18.08080808,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,3PAR,acquired,USA,CA,6181.0,486.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,15.82828283,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,3SI Security Systems,operating,USA,PA,16408.0,11532.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,3.0909090910000003,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
46,3TIER,acquired,USA,WA,6181.0,3169.0,0.0,0.0,0.0,3639.0,0,0,0,0,1,1,15.82828283,0.0,0.0,6600000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,3VR,operating,USA,CA,5085.0,1477.0,2571.0,0.0,0.0,3276.0,1,0,0,0,0,1,17.16969697,3550000.0,0.0,12070000.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51,41st Parameter,acquired,USA,CA,4355.0,858.0,0.0,0.0,0.0,2182.0,1,0,0,0,0,1,18.08080808,0.0,0.0,2845927.5,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52,422 Group,operating,USA,GA,4355.0,2357.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,18.08080808,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,CAD CAD Design Services,operating,USA,WA,4128.0,78.0,0.0,0.0,0.0,0.0,0,0,0,0,1,8,18.08080808,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,490 Entertainment,operating,USA,NY,8983.0,8507.0,0.0,0.0,0.0,0.0,0,1,0,0,0,5,12.75757576,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,4Cable TV,operating,USA,SC,3989.0,3201.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,18.72727273,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,4DK Technologies,acquired,USA,VA,3989.0,2536.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,18.72727273,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,4INFO,operating,USA,CA,4104.0,174.0,0.0,0.0,0.0,1597.0,1,0,0,0,0,9,18.08080808,0.0,0.0,15000000.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
58,4moms,operating,USA,PA,3989.0,167.0,0.0,0.0,0.0,2777.0,0,0,0,0,0,1,18.72727273,0.0,0.0,15600000.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60,5 examples,operating,USA,NC,4355.0,2386.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,18.08080808,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,6th Sense Analytics,acquired,USA,NC,4355.0,680.0,1126.0,0.0,0.0,680.0,0,0,0,0,0,1,18.08080808,3750000.0,0.0,1275000.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,7 Oaks Pharmaceutical,operating,USA,SC,6911.0,5269.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,15.21212121,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,8x8 Inc,ipo,USA,CA,10564.0,9820.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,10.47474747,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,9Star Research,operating,USA,TX,5085.0,3492.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,17.16969697,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,A Better Tomorrow Treatment Center,operating,USA,CA,4355.0,3662.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,18.08080808,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,A & D Propane,operating,USA,TX,4689.0,4523.0,0.0,0.0,0.0,0.0,0,0,0,1,0,2,17.58181818,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
81,A&H Software House,operating,USA,NY,3989.0,3847.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,18.72727273,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
82,A la Mobile,operating,USA,CA,3838.0,30.0,30.0,0.0,0.0,0.0,1,0,0,0,0,6,18.72727273,2730000.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,A10 Networks,ipo,USA,CA,4081.0,92.0,92.0,0.0,0.0,0.0,1,0,0,0,0,10,18.08080808,4500000.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
87,A123 Systems,ipo,USA,MA,5450.0,1765.0,1765.0,0.0,0.0,4175.0,0,0,1,0,0,1,16.88888889,22400000.0,0.0,35000000.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,AAIPharma Services,operating,USA,NC,13486.0,12063.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,6.333333333,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,AAMPP,operating,USA,FL,5665.0,4932.0,0.0,0.0,0.0,0.0,0,0,0,0,0,5,16.39393939,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
92,Aastrom Biosciences,ipo,USA,MI,9833.0,8468.0,0.0,0.0,0.0,8468.0,0,0,0,0,0,1,11.52525253,0.0,0.0,19600000.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Abacast,acquired,USA,WA,5724.0,3875.0,0.0,0.0,0.0,3875.0,0,0,0,0,1,4,16.39393939,0.0,0.0,340000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,ABARTA Oil & Gas,operating,USA,PA,13486.0,13176.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,6.333333333,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Abazab,closed,USA,CA,6911.0,3411.0,0.0,0.0,0.0,3411.0,1,0,0,0,0,1,15.21212121,0.0,0.0,2624000.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,Abbott Labs,ipo,USA,IL,9103.0,6649.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,12.75757576,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
107,AbGenomics,operating,USA,CA,5664.0,4401.0,4401.0,0.0,0.0,4795.0,1,0,0,0,0,6,16.39393939,11458000.0,0.0,6528000.000000001,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,ABILITY Network,operating,USA,MN,5816.0,2539.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,16.39393939,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,aBIZinaBOX,operating,USA,IL,6318.0,3705.0,0.0,0.0,3705.0,0.0,0,0,0,0,0,8,15.46464646,0.0,325000.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
111,Able Planet,operating,USA,CO,3989.0,1689.0,0.0,0.0,0.0,1943.0,0,0,0,0,0,1,18.72727273,0.0,0.0,117000.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
113,ABO Data,operating,USA,TX,13486.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,6.333333333,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,Abound Logic,operating,USA,CA,8372.0,5858.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,13.595959599999999,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
115,Above All Software,operating,USA,CA,5085.0,777.0,0.0,0.0,0.0,1247.0,1,0,0,0,0,1,17.16969697,0.0,0.0,1491000.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,Abracon,operating,USA,CA,8521.0,8237.0,0.0,0.0,0.0,0.0,1,0,0,0,0,8,13.17171717,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
119,Abtech Holdings,ipo,USA,AZ,7642.0,7442.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,14.39393939,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,A.C. Moore,ipo,USA,NJ,11660.0,9287.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,9.494949495,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,Acacia Research,ipo,USA,CA,8372.0,2516.0,6990.0,0.0,0.0,4423.0,1,0,0,0,0,1,13.595959599999999,128249999.99999999,0.0,11171999.999999998,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,AcademixDirect,operating,USA,CA,4355.0,1827.0,1827.0,0.0,0.0,0.0,1,0,0,0,0,1,18.08080808,7500000.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
127,Academy123,acquired,USA,CA,4355.0,213.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,18.08080808,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
131,Acccess Technology Solutions,operating,USA,UT,5085.0,4614.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,17.16969697,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Accelalox,operating,USA,CA,3989.0,1743.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,18.72727273,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Accelerate Diagnostics,ipo,USA,AZ,4355.0,2273.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,18.08080808,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
137,Accelerated IO,operating,USA,OK,6911.0,4691.0,0.0,0.0,0.0,4691.0,0,0,0,0,0,1,15.21212121,0.0,0.0,1920000.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,Accelerize New Media,ipo,USA,CA,3989.0,1955.0,0.0,0.0,0.0,1955.0,1,0,0,0,0,1,18.72727273,0.0,0.0,581490.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,Acceleron Pharma,ipo,USA,MA,4355.0,944.0,0.0,0.0,0.0,2175.0,0,0,1,0,0,1,18.08080808,0.0,0.0,8213340.75,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,Accelight Networks,closed,USA,PA,6181.0,1053.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,15.82828283,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
141,Accelitec,operating,USA,WA,5450.0,3056.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,16.88888889,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,Accella Learning,operating,USA,KY,4355.0,3198.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,18.08080808,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
143,Accellion,operating,USA,CA,6181.0,4751.0,0.0,0.0,4816.0,0.0,1,0,0,0,0,1,15.82828283,0.0,931194.66,0.0,0.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
145,Accentia Biopharmaceuticals Inc,ipo,USA,FL,5085.0,3690.0,0.0,0.0,4193.0,3690.0,0,0,0,0,0,1,17.16969697,0.0,266250.0,284000.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,Accenx Technologies,acquired,USA,CA,6911.0,3907.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,15.21212121,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,Accept Software,acquired,USA,CA,5085.0,1354.0,1354.0,0.0,0.0,1668.0,1,0,0,0,0,1,17.16969697,749050.0,0.0,3017500.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Accera,operating,USA,CO,5450.0,1354.0,1247.0,0.0,0.0,2769.0,0,0,0,0,0,1,16.88888889,2135000.0,0.0,3500000.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Access Closure,acquired,USA,CA,5085.0,2983.0,0.0,0.0,0.0,2983.0,1,0,0,0,0,1,17.16969697,0.0,0.0,7099998.58,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,Access MediQuip,operating,USA,FL,6911.0,5856.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,15.21212121,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,Access Northeast,acquired,USA,MA,6181.0,3979.0,0.0,0.0,0.0,3979.0,0,0,1,0,0,1,15.82828283,0.0,0.0,1319998.6800000002,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,Access Scientific,acquired,USA,CA,4355.0,2105.0,0.0,0.0,0.0,2716.0,1,0,0,0,0,1,18.08080808,0.0,0.0,7500000.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,AccessSportsMedia.com,operating,USA,CA,4720.0,1406.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,17.58181818,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
154,AccessData,operating,USA,UT,10564.0,9570.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,10.47474747,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,Accion,operating,USA,MA,20060.0,18602.0,0.0,0.0,0.0,18602.0,0,0,1,0,0,1,2.02020202,0.0,0.0,120000.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
156,Accion Texas,operating,USA,TX,8007.0,7207.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,13.96969697,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,Accipiter,operating,USA,NC,7125.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6,14.84848485,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
158,Accipiter Radar,operating,USA,NY,8007.0,7186.0,0.0,0.0,0.0,7186.0,0,1,0,0,0,1,13.96969697,0.0,0.0,2773000.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
159,Accipiter Systems,operating,USA,PA,5085.0,3711.0,0.0,0.0,0.0,4173.0,0,0,0,0,0,1,17.16969697,0.0,0.0,2717737.29,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,Acclaim Games,acquired,USA,CA,6554.0,3585.0,0.0,0.0,0.0,0.0,1,0,0,0,0,12,15.21212121,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,Acclarent,acquired,USA,CA,4203.0,1056.0,0.0,0.0,0.0,0.0,1,0,0,0,0,6,18.08080808,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
162,Acco Brands,ipo,USA,IL,25174.0,21946.0,21946.0,0.0,0.0,0.0,0,0,0,0,0,1,1.252525253,900000.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
163,ACCO Semiconductor,operating,USA,CA,8007.0,6101.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,13.96969697,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
164,Accolo,operating,USA,CA,5816.0,2708.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,16.39393939,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
165,AccountNow,operating,USA,CA,4720.0,586.0,586.0,0.0,0.0,1886.0,1,0,0,0,0,1,17.58181818,2555000.0,0.0,9360060.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,Accruent,operating,USA,CA,7642.0,5513.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,14.39393939,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,Accruit,operating,USA,CO,5816.0,3106.0,3106.0,0.0,0.0,0.0,0,0,0,0,0,1,16.39393939,2254200.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,Accu-Break Pharmaceuticals,operating,USA,FL,5450.0,2342.0,0.0,0.0,4523.0,0.0,0,0,0,0,0,1,16.88888889,0.0,700000.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,AccuBuild IT,operating,USA,TX,10564.0,10374.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,10.47474747,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,AccuDraft,operating,USA,FL,8738.0,5453.0,5453.0,0.0,0.0,0.0,0,0,0,0,0,1,13.17171717,364000.00000000006,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,AccuMED Technologies,operating,USA,NY,8007.0,7601.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,13.96969697,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
172,Accumetrics,acquired,USA,CA,7277.0,2692.0,0.0,0.0,5083.0,2692.0,1,0,0,0,0,1,14.84848485,0.0,0.0,7171.54,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,Accuradio,operating,USA,IL,5360.0,4905.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4,16.88888889,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,Accurence,operating,USA,CO,3989.0,2502.0,2502.0,0.0,0.0,0.0,0,0,0,0,0,1,18.72727273,1477320.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,AccuRev,operating,USA,MA,6546.0,2622.0,2622.0,0.0,0.0,0.0,0,0,1,0,0,1,15.46464646,1365000.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,Pegasus Imaging Corporation,operating,USA,FL,9103.0,6755.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,12.75757576,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,Accuvant,acquired,USA,CO,5085.0,2373.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,17.16969697,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
181,ACE*COMM,operating,USA,MD,12025.0,8766.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,9.060606061,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,ACEA BIO,operating,USA,CA,5085.0,5060.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,17.16969697,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,Acelero Learning,operating,USA,NY,5450.0,5253.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,16.88888889,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
184,ACell,operating,USA,MD,6181.0,4498.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,15.82828283,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
